Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
CoffsHarbour,18.5,25.7,3.8,3.8,10.6,NE,48,NE,33,55,1015.5,1,24.8,Yes,No
MountGinini,7.9,16,4.6,,,NE,54,NE,19,82,,,14.2,Yes,Yes
Hobart,13.2,24.5,0,4,8.3,NNW,44,WNW,19,29,1007.7,5,21.8,No,No
Penrith,16.2,21.5,0.8,,,SSE,41,SSE,15,59,,,19.9,No,Yes
NorahHead,21.8,25.9,0,,,NNE,48,NE,37,84,1009.3,,23.6,No,Yes
Townsville,21.6,29.5,0,8.8,10.3,N,35,N,26,52,1008.5,1,27.5,No,No
Cobar,16.2,27.8,5.6,3,,S,43,SW,17,26,1012.5,6,25.8,Yes,No
Dartmoor,6.7,16.3,0,,9.8,SW,28,SSW,15,60,1019.5,,14.7,No,Yes
Albany,8.6,15,0.2,2.8,6.8,,,W,28,77,1028.2,7,13.5,No,No
Darwin,20,32.4,0,7.2,11.1,N,31,NNW,19,40,1011.7,1,31.4,No,No
Cobar,14.8,18,4.2,0.4,,NW,59,NW,28,71,1006.3,7,16.3,Yes,Yes
Sydney,18.6,25.1,7.8,1.4,9.3,SSW,37,E,24,56,1014.4,4,24.4,Yes,No
Perth,9.1,20,0.4,4.6,8.4,W,39,NW,17,57,1009.1,7,18.1,No,Yes
Brisbane,20.2,27.4,0.6,6.6,2.2,E,35,SE,20,67,1016.1,8,26.2,No,Yes
NorahHead,8.3,15.1,5.8,,,ESE,52,S,20,79,1023.4,,14.6,Yes,Yes
Walpole,16.6,31.2,0,,,NNE,35,S,7,61,1014.4,,25.9,No,No
AliceSprings,14.5,33.2,0,10.6,11.8,SSW,33,SE,15,13,1006.8,1,32.7,No,No
SalmonGums,11.5,28.6,0,,,NNE,35,NE,11,26,,,27.9,No,No
Ballarat,9.7,17.9,1,,,SSW,41,SW,26,67,1013.5,8,16.7,No,Yes
Witchcliffe,13.3,22.4,3,,,NW,72,W,26,86,1005.7,,16.3,Yes,Yes
Woomera,31.4,46.2,0,22,12.6,NNW,61,N,22,7,1003,1,45.3,No,No
Cairns,24.7,32.9,0,8,2.4,S,28,NNE,13,58,1005.8,7,30.2,No,Yes
PearceRAAF,9,18.2,3.2,,4.8,WNW,43,N,15,90,1016.6,7,14.6,Yes,Yes
Wollongong,17.9,23.6,0.6,,,SSE,50,SSE,28,80,1008.9,7,20.4,No,Yes
NorahHead,20.1,28.6,0,,,NNE,56,NE,37,65,1009.8,,26.2,No,No
PerthAirport,17.8,33.7,0,11.6,11.6,E,52,ENE,19,25,1012.5,1,32.8,No,No
AliceSprings,10.4,19.7,0,2.8,0,ESE,24,NNE,7,35,1015.1,7,19.6,No,No
Townsville,24.4,27.5,37.4,6.4,0,NW,39,ENE,11,88,1008.6,8,26.8,Yes,Yes
Canberra,7.4,10.9,0,,1.4,NNW,72,NNW,26,82,1003.1,5,6.1,No,Yes
Cobar,15.7,31.2,0,10.2,,W,57,N,31,,1006.1,1,29.3,No,Yes
PerthAirport,14.5,27.3,0,3.4,10.6,WSW,31,WSW,24,53,1012.3,4,25.2,No,No
Sale,6.9,11.4,1.8,,,W,41,W,11,94,1000.8,8,11.2,Yes,Yes
Walpole,14,24,0,,,ENE,37,SSE,9,72,1007.2,,21.2,No,Yes
Launceston,10.5,19.8,0,,,NNW,39,NNW,22,52,1020.7,,19.1,No,No
WaggaWagga,4.9,15.8,0,2.6,0.4,N,59,NNE,17,92,1010.6,8,14.4,No,Yes
MelbourneAirport,13.3,32.9,0,7.4,6.1,N,54,N,24,28,1018.3,8,31.5,No,Yes
Wollongong,17.7,22.3,,,,SSE,54,S,37,80,1014.3,7,17,,Yes
Albany,17,25.4,0,8,2.5,,,,,,1004.8,,,No,Yes
Wollongong,19.3,25.3,0.6,,,NNE,24,S,9,75,1013.8,,24.9,No,No
AliceSprings,7.3,22.2,0,2.8,7.2,SSE,33,SSE,19,38,1017,5,21.5,No,No
BadgerysCreek,17.7,30.3,0,,,ENE,33,E,19,56,1008.4,,27.9,No,No
Richmond,14.3,19.6,2.2,,,SSE,24,ENE,15,67,1020.2,,17.8,Yes,No
Nuriootpa,12.1,21.8,0,7.8,7.8,SSE,46,SSE,22,29,1015.6,3,20.8,No,No
AliceSprings,1.4,22.8,0,,,E,44,ENE,22,13,1016.1,,20.8,No,Yes
Dartmoor,7.6,15.3,2.2,1.2,,WNW,41,WNW,20,79,1022.6,,13.5,Yes,Yes
Launceston,6.6,13.8,0.7,,,,,NNW,11,94,1016.9,,13.2,No,Yes
SydneyAirport,13,20.8,0.2,7.6,6.2,ENE,33,E,17,41,1027.3,1,20.4,No,No
Woomera,5.6,19.3,0,5,,ESE,20,SSE,9,28,1024.4,,18.5,No,No
Cobar,26.1,42,0,15,,SSW,46,NNE,9,32,1015.6,0,30.1,No,No
Albury,15.3,38.2,0,,,NW,78,WNW,13,21,1002.3,1,36.4,No,Yes
Nuriootpa,6,12.5,0.4,3,3.9,W,69,W,33,70,1011.2,7,10.5,No,Yes
SydneyAirport,16.4,22.3,0,6.6,7.2,SE,44,S,24,63,1020.3,3,21.2,No,Yes
Wollongong,12.5,20.8,0,,,E,17,E,13,69,1019.8,4,20,No,No
Brisbane,13.4,23.4,0.6,6.8,7.1,ESE,35,E,17,53,1025.5,7,21.4,No,Yes
NorahHead,18.2,27.4,3.8,,,S,50,NE,19,70,1009.4,,26.1,Yes,Yes
Cairns,23.1,30.3,0,10,8.5,SE,54,SE,33,61,1013.4,6,28.8,No,Yes
Wollongong,14.5,20.1,0,,,WSW,28,SSE,15,70,1019.6,6,19.1,No,No
Albany,10.3,15.9,0.6,2,4.8,,,W,41,60,1022.9,6,15,No,Yes
Bendigo,4.9,10.5,3.2,,,WNW,50,SW,20,94,1011.7,8,5,Yes,Yes
Sydney,8.2,22.6,0,4,10.9,NW,35,E,19,50,1019.9,,19.1,No,No
MountGambier,5,13.1,2.8,2.2,2.7,NW,52,NNW,30,92,1009.2,8,8.8,Yes,Yes
Hobart,1.9,14.7,2.8,3.4,10,NNW,30,N,15,32,1021.6,2,14.3,Yes,Yes
WaggaWagga,8.2,17,7.4,0.4,1.3,S,30,WSW,11,53,1021,7,16.3,Yes,Yes
Albany,16.2,20.1,6.6,2.8,0.6,,,E,19,92,1014.7,8,17.9,Yes,Yes
Nuriootpa,12.4,17.4,0.2,2.8,4.5,W,67,WNW,28,89,1005,7,13,No,Yes
Cobar,23.2,38,0,14,,WSW,67,SSE,6,36,999.7,7,30.8,No,Yes
Ballarat,7.8,14.7,46,,,W,80,NNW,37,99,989.9,8,11.8,Yes,Yes
Nuriootpa,5.3,13.7,0.4,0.8,2.1,WNW,37,WSW,17,66,1032.5,7,12.5,No,Yes
Townsville,27.5,33.4,0,9.2,11.5,ENE,43,ENE,33,68,1005.8,5,31.6,No,Yes
NorahHead,12.1,16.7,4.8,,,SSW,65,SSW,37,91,1021.4,,14,Yes,Yes
Richmond,7.6,17.1,0,1.4,,NNW,13,,0,72,1025.9,,16.7,No,No
Nuriootpa,16.7,35.8,0,28,8.5,N,37,WNW,4,17,1018.8,4,35.1,No,No
AliceSprings,23.5,33.1,0,12.6,4.7,NNE,56,SSW,33,33,1004.7,7,30,No,Yes
Portland,7.7,16.7,0.4,2.4,7.9,NNW,43,WNW,20,56,1012.6,6,15.2,No,Yes
Watsonia,9.8,28.6,0,4.2,11.7,W,46,W,17,32,1005.4,2,25.7,No,No
MelbourneAirport,17,21.3,0.2,8.2,2.8,SSE,56,S,28,72,1010.8,7,18.6,No,Yes
Cairns,18.6,22.7,0.6,3.6,0.3,S,30,SSE,17,73,1012.9,7,21.9,No,No
AliceSprings,16,18.5,3.4,7.8,0.1,E,26,SE,15,88,1012.1,7,18,Yes,Yes
Nuriootpa,4.1,8.9,13.8,3.4,5.9,W,54,WSW,28,61,1012.4,6,7.8,Yes,Yes
Tuggeranong,14.9,28.3,0,,,N,31,NW,19,41,1011.3,,27.5,No,Yes
BadgerysCreek,-0.9,17.4,0,,,W,48,W,17,39,1017.5,,16.8,No,No
Launceston,12.3,20.6,0,,,NW,50,WNW,24,68,1013.9,,16.9,No,No
WaggaWagga,13.6,20.5,4.2,5.2,4.2,WNW,48,W,30,68,1005.1,7,18.9,Yes,Yes
GoldCoast,16.2,24.1,0.6,,,,,,,60,1021.5,,21.3,No,Yes
Newcastle,19.2,29.2,0,,,,,SE,9,62,,0,26.5,No,No
MountGinini,4.4,9.2,0,,,WSW,22,WSW,9,72,,,7.6,No,No
Wollongong,20.3,23.5,1.4,,,ESE,20,N,6,83,1016.1,8,23,Yes,No
BadgerysCreek,8.4,20.4,0,,,N,48,WNW,30,33,1005,,18.9,No,No
Hobart,14,25.5,0,5.4,9.2,NW,87,WNW,39,31,992.6,7,22.1,No,No
CoffsHarbour,14.2,22.8,0,3.4,,SW,35,SE,17,45,1022,0,21.5,No,No
Hobart,7.4,11.2,10.2,1.2,1.7,SSW,50,SSW,19,86,1019.9,,8.7,Yes,Yes
Williamtown,6.2,16.9,0.2,2.8,7.4,WNW,26,SSW,11,59,1026.4,6,15.7,No,Yes
NorfolkIsland,17.7,19.8,5.2,3.4,0.8,N,61,NW,13,85,1011.2,7,18.4,Yes,Yes
Wollongong,18,19.3,0,,,S,54,S,35,71,,7,18.5,No,Yes
Hobart,6.1,13,2,2.4,1.4,NNW,24,NNW,17,79,1013.7,,11.5,Yes,Yes
NorfolkIsland,20,25.5,5.2,8.2,11.4,ESE,54,ESE,30,65,1018.6,3,23.6,Yes,No
Nuriootpa,7.9,18.8,0,2.4,9.2,N,57,NNW,26,28,1011.5,3,18.5,No,No
BadgerysCreek,16.5,26,12,,,SSE,31,SSE,6,66,1016.3,,25.1,Yes,Yes
Darwin,23,34.1,0,8,11,NNW,37,NNW,24,49,1011.9,3,31.2,No,No
Richmond,0.6,17.7,0,6.7,,S,31,SW,15,37,1021.7,,16.9,No,No
Cairns,23.3,31.2,18.8,4.8,6.1,SE,50,SE,33,59,1010.6,5,30.3,Yes,Yes
NorahHead,21.8,27,0,,,SE,41,ESE,24,73,1014.3,,25.1,No,No
Walpole,12.8,20.9,0,,,NW,67,WNW,39,65,1011,,19.7,No,Yes
Portland,8.4,15.1,0.2,3.4,3.6,W,46,WNW,28,68,1015.2,2,14.4,No,Yes
Portland,6.9,14.9,1.4,2.2,11.1,W,57,SSW,26,76,1015.6,8,12.4,Yes,Yes
Tuggeranong,14.7,26.8,0.2,,,E,39,NE,17,49,1012.5,,25.2,No,No
Launceston,15,22.3,5,,,S,54,NW,7,80,1003.6,,20.6,Yes,Yes
Cairns,18.5,24.9,3.2,,,SE,43,S,19,72,1016.7,6,23.5,Yes,Yes
PearceRAAF,7.5,15.9,4,,4.7,NNW,52,N,22,80,1016.6,7,14.6,Yes,Yes
Penrith,17.9,20.8,0,,,S,35,SE,11,73,,,19,No,No
Nhil,16.3,17.7,0,,,NE,48,NE,11,89,1001.5,,17.4,No,Yes
Adelaide,18.9,34,0,,,ESE,30,E,9,24,1017.4,,32.6,No,No
NorfolkIsland,15.8,21.1,0,3,6.3,SSE,39,SW,19,54,1019.5,7,20.3,No,Yes
Nuriootpa,7.3,24.3,0,8,12.9,ENE,37,N,13,11,1022.4,4,23.3,No,No
Melbourne,8,13.9,3.2,2,0.9,S,39,S,26,65,1025.9,7,13.1,Yes,No
Williamtown,21,36,0,29.8,,NE,35,NE,15,41,1009.7,7,34.7,No,No
MelbourneAirport,6.7,17.1,3.4,1.8,9.7,N,61,NE,20,66,1017.2,4,15.6,Yes,No
Mildura,12.6,28.1,0,7.4,9.8,SE,30,S,6,44,1018.9,6,26.3,No,Yes
Sydney,11.7,18.1,0,4,4.1,,,ENE,13,66,1019.7,7,17.3,No,No
Nuriootpa,13.8,29.3,0,,6.1,SW,33,ENE,13,32,1013.9,,28.9,No,Yes
Cairns,20.5,31,0.6,7.8,8.1,ENE,44,ESE,20,60,1011.4,7,27.5,No,Yes
Newcastle,7.2,,0,,,,,,,,,,,No,No
Albury,8.6,20.5,6.2,,,WSW,52,WSW,22,50,1004.3,8,18.6,Yes,Yes
Sydney,14.7,24.4,0,4.8,7.9,ENE,30,ENE,17,63,1024,,22,No,No
Woomera,8.1,16.9,0,11.2,,S,33,S,19,46,1029.5,4,15.4,No,No
Albany,11,17.1,0,2.2,,,,,,,1014.6,,,No,Yes
Walpole,6,14,23.2,,,NW,80,WNW,35,78,1007,,13.1,Yes,No
PearceRAAF,12.5,26.2,0,,13,ESE,67,E,26,24,1010.9,0,24.5,No,No
Albany,18.5,19.4,6.6,3.4,0,,,,,,1008.7,,,Yes,Yes
Newcastle,14.6,25.2,0,,,,,,,,,,,No,No
Launceston,6.4,19.4,3.6,,,NW,35,NNW,20,56,1003.9,,17.6,Yes,No
NorahHead,16.1,27.1,0,,,NW,20,ENE,17,69,1014.8,,22.9,No,No
PerthAirport,9.7,30.7,0,8,11.5,ENE,33,WSW,17,11,1015.3,0,29.6,No,No
Wollongong,15.3,20.1,78.6,,,SW,76,W,13,87,1005.9,8,18.4,Yes,Yes
Watsonia,11.5,20.6,0,6.2,4.6,S,48,S,17,49,1016,7,19.1,No,No
Albury,2.9,15.6,0,,,NE,20,NNE,13,58,1014.9,8,14.9,No,Yes
Adelaide,20.7,23.8,1.6,3.4,0.6,WSW,54,WSW,24,76,1009.7,,17.9,Yes,Yes
WaggaWagga,12.4,26.6,0,8,11.6,NW,37,WNW,20,25,1018.7,1,25.7,No,No
Penrith,19.4,24.6,0,,,SSE,24,ESE,13,61,,,24.4,No,Yes
Ballarat,12.7,29.3,0,,,SE,56,S,11,43,1010,,27.4,No,No
Penrith,15.9,30.7,0,,,NE,31,ENE,9,37,,,30.3,No,No
Dartmoor,15.5,26.4,0,8,7.3,SW,46,W,17,92,1003.9,,18.4,No,No
Witchcliffe,9.5,15.6,0.6,,,SW,26,SW,17,57,1025.3,,14.8,No,Yes
Richmond,-1.6,16.5,0,0.6,,SSE,35,ESE,9,66,1028.5,,14.2,No,No
MelbourneAirport,5.5,30.9,0,7.6,10.8,N,61,NNW,35,16,1009.2,6,28.2,No,Yes
Albany,6.8,16.2,0.2,2.6,6.5,,,WSW,11,71,1000.9,7,14.2,No,Yes
Dartmoor,0.9,14.5,0,1.8,6.5,SE,31,SE,20,80,1020.9,,13.2,No,No
Walpole,10.4,22.5,0,,,NNE,20,SSW,9,70,1018.5,,21.4,No,Yes
Tuggeranong,0.1,15.5,0,,,E,20,NNE,9,50,1020.7,,12.9,No,No
MountGinini,7,12,18,,,,,WSW,13,,,,11,Yes,Yes
PerthAirport,8.2,22.5,5,3.8,13.2,WNW,43,SW,28,38,1020.8,0,21.2,Yes,No
Penrith,9.6,16.7,0,,,N,9,N,7,88,,,16.3,No,Yes
Wollongong,17.7,27.1,8,,,NE,50,NE,41,77,1014,,23.6,Yes,No
Mildura,4.3,15.5,0,1.4,4.7,NW,31,NNW,13,53,1017.1,7,14.7,No,Yes
Hobart,13,19.6,1.2,1.2,6.8,WNW,76,NW,41,42,994.2,4,16.1,Yes,No
Watsonia,8.5,16.1,0,8.4,2.9,SSW,70,WSW,19,64,1003.8,6,14.8,No,Yes
Sale,7.4,20.8,0,,,WNW,24,SW,9,46,1019.2,7,20.6,No,No
SalmonGums,-0.6,18.5,0.2,,,NNE,31,NE,7,41,,,18,No,No
Watsonia,5.7,13.3,4,3.4,0.5,WNW,44,W,13,92,1013.2,7,10.9,Yes,Yes
Moree,11.4,24,0,3.4,7.5,N,35,NNW,13,42,1019.7,6,22.8,No,No
Darwin,25.4,34.2,0,4.6,8.3,NNW,31,N,15,51,1007.7,3,33.7,No,No
Williamtown,13.6,25.4,0,4,10,SE,28,ESE,19,68,1017.7,7,24.8,No,No
SydneyAirport,5.7,21.7,0,2.6,9.4,W,81,NNE,28,17,999.3,1,21.3,No,Yes
Moree,23.8,33.6,0,8.8,6,,,N,9,44,1004,7,31,No,No
Hobart,15.1,20.1,0.8,3,3.3,SE,22,SE,13,90,1004.1,7,17.4,No,Yes
Cairns,15.5,28.3,0,5.4,11.2,E,33,ENE,22,44,1013.5,1,27.3,No,No
MountGinini,1.7,8.5,0,,,W,61,W,26,98,,,5.4,No,Yes
Cairns,21.6,32.1,0,,,NE,28,NNE,15,64,1008.2,,30.6,No,No
WaggaWagga,10.4,15.5,0.2,1.2,0.2,NE,24,ESE,17,88,1024.7,7,14.9,No,Yes
Perth,15.9,30.2,0,7.6,13,SW,35,WSW,17,45,1011.5,0,29.3,No,No
SalmonGums,14.3,17.8,8.8,,,SE,33,SSE,20,85,,,16,Yes,Yes
Wollongong,13.7,20.1,0.2,,,NE,50,NE,33,81,1011.8,2,18.1,No,Yes
MountGambier,6.3,14,11.6,1.2,,WSW,39,WNW,20,78,1021.5,7,13,Yes,Yes
Perth,19.9,33.5,0,6.4,12.6,W,31,W,17,53,1012.4,1,29.7,No,No
Richmond,1.2,18.5,0,,,ENE,20,NE,11,51,1022.1,,16.9,No,No
Walpole,14.5,29.5,1.2,,,NE,44,SW,15,49,1011.5,,27.1,Yes,No
SydneyAirport,19.8,23.8,0,4,0.1,SSE,46,SE,26,54,1023.7,8,23.3,No,No
Cobar,18.4,22.4,0,12,,WSW,57,SW,26,59,1011.5,7,18.3,No,Yes
Mildura,8.9,25.1,0,11.2,10.9,SSW,33,N,6,28,1013.1,0,24.4,No,No
Cobar,21.4,35.1,0,,,E,67,SW,17,30,1008.2,1,31.8,No,Yes
NorahHead,19,22.6,26,,,S,48,SSW,6,84,1017.9,,22.3,Yes,Yes
Moree,20.4,33.3,0,9.6,10.8,ENE,43,ESE,17,27,1013.2,7,32.2,No,No
Nuriootpa,11.5,32.2,0,5.6,5,WNW,43,NW,24,18,999.6,7,30.7,No,Yes
Richmond,5.6,20.3,0,,,N,50,W,22,34,1016.3,,19,No,No
Walpole,19.6,28.9,0,,,E,37,SE,17,71,1007.9,,25.1,No,Yes
Wollongong,10.2,16.6,0,,,WSW,59,SSE,20,46,1019.1,,15.6,No,No
Witchcliffe,15.4,23.7,0,,,ESE,31,SE,19,62,1013.9,,22.1,No,No
Launceston,2.7,14.3,0,,,NNW,26,NNW,13,71,,6,13.1,No,Yes
Richmond,6.8,19.4,12.8,5.4,,SW,33,S,4,35,1019.2,,18.1,Yes,No
Sale,6.9,17.8,0,2.2,,W,48,W,28,49,1024.7,5,17.6,No,No
AliceSprings,23.9,32.8,0,16,11.4,ESE,43,ESE,22,17,1012,0,31.5,No,No
Watsonia,10.7,14.6,36.4,7.6,1,WSW,63,W,31,67,993.5,7,13.2,Yes,Yes
SalmonGums,7.4,22.4,0,,,SSW,44,SSE,28,37,,,20.3,No,No
Richmond,18.4,22.2,5.8,,,NW,22,SSE,4,82,1017.5,,20.8,Yes,No
Newcastle,16.7,26.7,0,,,,,SE,9,59,,6,25.3,No,No
SalmonGums,15,39.5,0,,,SSW,63,SW,37,31,,,29.7,No,No
Richmond,13.9,17.2,1.2,,,W,76,WNW,28,41,1005.2,,16.3,Yes,No
Sale,3.2,13.7,1,,,WSW,63,WNW,35,47,1006.3,3,10.9,No,Yes
Brisbane,20.8,30.3,0,8,12.1,NE,24,NE,13,52,1011.5,1,28.7,No,No
Melbourne,16.9,22.5,4.6,2.2,5.9,N,31,N,15,63,1021.2,2,21.9,Yes,No
Dartmoor,17.2,37,0,6,11.3,ESE,41,S,13,34,1007.1,,34.4,No,No
MelbourneAirport,6.6,13.8,3,4.6,9.4,WSW,61,W,31,46,1015.5,4,12.6,Yes,No
Perth,8.9,17.2,3.2,3,3.8,S,33,SSW,13,60,1019.2,7,16.8,Yes,Yes
CoffsHarbour,14.8,26.5,0.4,,,NE,33,NE,19,53,1012,1,25,No,Yes
Cairns,19.3,25.5,11.2,5.2,4.3,SSE,39,SSE,17,66,1016.6,4,24.6,Yes,Yes
Hobart,5.5,11.2,2.2,1.2,2.9,SSW,35,S,13,69,1023.2,,10.6,Yes,No
Portland,4.4,11.8,4.2,0.8,0,E,31,E,19,92,1008.7,8,10.7,Yes,Yes
NorfolkIsland,14.3,19.2,12.4,1.8,7.8,W,76,W,43,65,1003,4,18.6,Yes,No
Walpole,6.7,17.3,0.4,,,NNW,24,N,6,49,1022.1,,17.2,No,No
Richmond,7.6,19.3,0,1.7,,SSE,31,SSE,11,62,1020.2,,16.9,No,No
Townsville,24.7,29.7,0.6,4.6,4.6,SE,30,E,13,79,1009.2,7,27,No,Yes
Mildura,12.6,28.4,0,12,9,SSE,39,S,15,24,1019.8,0,26.5,No,No
PerthAirport,16.9,38.7,0,11.8,13.2,E,44,WSW,22,10,1012.2,0,37,No,No
Nuriootpa,6.2,9.9,14.6,4.2,6.3,WSW,65,WSW,31,81,1004.9,3,8.9,Yes,Yes
Witchcliffe,8.4,16.7,5.4,,,SW,39,SSW,15,76,1018.5,,14.8,Yes,No
Portland,9.8,14.9,3.6,1,,W,43,WNW,20,84,1019,8,13.3,Yes,Yes
Watsonia,9.8,17.3,0,1.4,4.1,NNE,52,NNE,15,65,1012.5,7,16.5,No,Yes
Newcastle,7,17.2,0.2,,,,,,0,82,,8,15.5,No,Yes
Nuriootpa,9.5,12.9,12,1,3.2,W,69,WSW,26,89,1009.8,8,12.2,Yes,Yes
Walpole,12.2,18.5,,,,,,WNW,17,59,1011.7,,17.3,,Yes
Bendigo,1.9,12,0.2,,,NE,26,NE,13,87,1016.8,8,10.3,No,Yes
Perth,16.3,27.3,0,6.6,2.7,S,30,W,11,52,1012.2,5,26,No,No
Cobar,18.9,23.5,0,10.8,,W,59,SW,24,13,1015,0,21.8,No,No
Dartmoor,1.9,13.6,0,0.8,3.2,N,48,N,19,77,1010.2,,12.9,No,Yes
Ballarat,5.2,8.8,6.8,,,WNW,56,W,35,67,1017.3,7,8.3,Yes,Yes
Darwin,24.7,34.9,18.2,8.6,9,N,33,NW,24,58,1010,1,31.4,Yes,No
MountGambier,12.7,20.1,1.8,6.2,8.3,W,63,SW,30,52,1013.5,7,17.3,Yes,No
MountGinini,7.5,14.9,0,,,WNW,63,NNE,17,100,,,13.2,No,Yes
Albany,12.1,22,0,8,,,,,,,1009.7,,,No,No
Albany,8.6,17.1,10,1.6,6,,,NNW,11,56,1001,4,16.5,Yes,Yes
PerthAirport,13.4,19.9,33.8,2.2,7.4,,,W,30,61,1006.4,3,17.9,Yes,Yes
Sydney,14.8,30.6,0,7.4,10.6,,,NE,7,47,1010.4,1,25,No,Yes
Melbourne,13.8,20.1,1.2,8.6,5.8,SW,46,W,31,41,1009.6,7,19.6,Yes,Yes
Hobart,6.7,10.8,3.8,2,5.6,W,87,WNW,31,47,998.2,6,8.3,Yes,Yes
Ballarat,2.4,9.4,4,,,WSW,54,W,28,80,999.9,4,9.2,Yes,Yes
Canberra,-3.4,12.5,0,3.4,,NE,22,ESE,11,59,1011.6,5,12.1,No,Yes
GoldCoast,12.3,23.1,2,,,SSW,48,SE,30,43,1013.2,,22.2,Yes,No
MountGambier,11.3,16.7,0.4,6.2,9.6,WSW,69,WSW,39,46,1012.6,7,15.4,No,Yes
Brisbane,24.5,31.6,0,7.2,0.7,WSW,54,W,28,64,1004.3,8,25.8,No,Yes
Adelaide,15.5,25.9,0,6.4,7.5,SW,26,WSW,9,43,1012,,25.1,No,No
Bendigo,9.3,15.7,1.2,,,NW,46,NW,26,74,1013.5,8,14.8,Yes,Yes
Adelaide,13.4,16,2.4,,,NE,33,N,9,82,1010.1,,15.1,Yes,Yes
Hobart,16.2,21.4,0,6.6,7.2,SE,35,SE,19,70,1019.9,7,19.7,No,Yes
Townsville,22.5,31.2,0,10,12.4,N,33,N,19,46,1009.4,1,29.1,No,No
Sale,2.8,16.9,0,,,SW,13,,0,71,1018.5,8,16.8,No,No
Newcastle,12.4,20,5.8,,,,,SE,4,74,,6,18.2,Yes,Yes
Richmond,12,19.8,0.2,4.8,,W,54,W,31,28,1003.9,,19.3,No,No
NorfolkIsland,22.6,27.9,0,5.2,5.2,NNE,28,NNE,13,76,1012.5,7,25.9,No,Yes
Wollongong,22.2,36,0,,,SSW,80,NNE,13,76,1009.2,8,25.9,No,Yes
Hobart,18.9,27.6,0.2,4.2,12.4,N,54,NW,31,33,1010.1,1,26.9,No,No
Adelaide,10.4,16.1,16.2,0.6,5.5,WNW,37,WSW,17,65,1014,,15.3,Yes,Yes
Townsville,10.5,25.1,0,6.2,10.8,SSW,37,S,19,17,1014.3,1,24.8,No,No
Dartmoor,7.1,15.2,1.8,1.4,6.7,W,43,WSW,22,57,1019.5,,14.7,Yes,Yes
NorfolkIsland,18.8,22.8,0,6.2,10.5,E,50,E,31,65,1021.9,5,21.7,No,No
Watsonia,7.4,16.9,0,2,3.6,NNW,57,SSW,15,71,1020.2,7,15.2,No,Yes
Perth,15.1,23.8,0,4.8,6.3,SSW,37,SW,19,60,1017.2,4,22.4,No,No
NorahHead,18.1,23.9,2.8,,,ESE,56,ESE,24,53,1021.7,,23.3,Yes,No
Adelaide,23.4,29,0,11,0.9,SE,33,SSW,6,79,1014.5,,21.2,No,Yes
GoldCoast,19,23.4,0,,,SSE,63,S,50,71,1009.8,,22.2,No,No
Hobart,10.5,21.5,0,1.8,10,NNW,31,NNW,17,43,1013.3,7,20.9,No,Yes
SalmonGums,6.8,15,0,,,SSE,35,SSW,15,90,,,12.7,No,Yes
MountGambier,11.8,16.3,4.8,3.2,2.6,NNE,46,N,15,77,1014.9,7,14.7,Yes,Yes
MelbourneAirport,10.2,22.5,0,5,4.5,S,31,SSE,13,46,1014.8,7,21.7,No,Yes
Townsville,22.5,28.2,53.4,,0.5,NNE,41,E,28,82,1009.9,7,27.7,Yes,Yes
Cairns,24.5,33.5,0.2,6.2,11.4,ENE,33,ENE,24,57,1007.2,6,31.9,No,No
Townsville,20.1,27.6,0.2,6,,E,37,ENE,22,58,1018.1,,26,No,No
MelbourneAirport,10.1,25.3,0,4.6,7.6,NNE,35,NNE,19,46,1016.6,7,24.3,No,No
Albury,-0.2,14.3,0,,,SE,19,S,7,59,1023.2,1,13.9,No,No
Brisbane,20.1,28.1,66.2,1.8,6.8,E,30,ENE,15,67,1015.1,5,26.9,Yes,Yes
Wollongong,19.5,26.8,0.2,,,S,61,NNE,13,72,1002.6,4,26.1,No,Yes
Adelaide,12.1,13.9,2,1.4,1.6,WNW,61,WSW,24,63,1009.8,,13.7,Yes,Yes
Newcastle,9.3,23.8,0,,,,,NW,28,44,,1,22.6,No,Yes
PearceRAAF,16.1,33.9,0,,12.4,WSW,43,SSW,26,37,1014.8,,31.9,No,No
Sydney,21.9,24.4,0,6.4,0.3,,,E,11,68,1013.2,8,23.6,No,Yes
Dartmoor,13.1,21.9,0,3.4,9.1,WNW,35,NW,17,58,1016.5,,21.7,No,No
Mildura,6,23.1,0,4.4,5.3,NNE,35,NE,15,24,1022,7,20.7,No,No
Dartmoor,14.6,28.7,0,2.4,9.5,ESE,44,E,17,44,1018.5,,26.8,No,No
Sydney,10.4,16,19.2,2.6,5,S,72,SSE,28,79,1017.9,,13.7,Yes,Yes
Watsonia,4.5,14.7,0,3.2,0.3,NE,43,NNE,13,68,1017.7,7,14,No,No
Woomera,23.4,39.6,0,16,12.8,ENE,43,SE,13,9,1017.5,1,37.6,No,No
SalmonGums,15.1,23,0,,,S,41,NE,17,62,,,20.5,No,Yes
Mildura,20.4,31.5,4.2,7,4.1,E,44,NW,20,46,1004.4,7,30.4,Yes,Yes
Dartmoor,10,18.3,0.6,0.8,4.3,SSW,30,SW,19,72,1023.4,,16.8,No,No
Bendigo,16.7,24.1,15.2,3.4,,NW,30,N,17,82,1014.4,8,21.5,Yes,Yes
